input_destination,input_duration,input_interests_001,input_interests_002,input_interests_003,input_interests_004,input_interests_005,output_optimized_itinerary_state,output_optimized_itinerary_days_day,output_optimized_itinerary_days_morning,output_optimized_itinerary_days_afternoon,output_optimized_itinerary_days_evening
Gujarat - White Desert & Heritage,5.0,Culture,Photography,Nature,History,Wildlife,Gujarat,3,Experience the sunrise at the Great Rann of Kutch.,Visit Kalo Dungar (Black Hill) for a panoramic view of the Rann.,Enjoy a local Kutchi cultural program.
Gujarat - White Desert & Heritage,5.0,Culture,Photography,Nature,History,Wildlife,Gujarat,4,Explore the Banni grasslands and visit handicraft villages like Nirona (Rogan art) and Hodka.,Learn about the rich craft traditions of the region.,Travel back to Bhuj.
Gujarat - White Desert & Heritage,5.0,Culture,Photography,Nature,History,Wildlife,Gujarat,5,Day trip to the coastal town of Mandvi.,Visit the Vijay Vilas Palace and the historic shipbuilding yard.,Relax at Mandvi Beach before departing from Bhuj (BHJ) airport.
Madhya Pradesh - Temples & Forts,5.0,History,Architecture,Spiritual,Photography,Wildlife,Madhya Pradesh,1,Arrive in Khajuraho. Explore the Western Group of Temples (UNESCO World Heritage).,Admire the intricate and famous sculptures.,Attend the spectacular Light and Sound Show.
Madhya Pradesh - Temples & Forts,5.0,History,Architecture,Spiritual,Photography,Wildlife,Madhya Pradesh,2,Visit the Eastern and Southern Groups of Temples.,Travel to Orchha (approx. 3-4 hours).,Witness the sunset over the cenotaphs (Chhatris) by the Betwa River.
Madhya Pradesh - Temples & Forts,5.0,History,Architecture,Spiritual,Photography,Wildlife,Madhya Pradesh,3,"Explore the Orchha Fort complex: Jahangir Mahal, Raja Mahal.",Visit the Ram Raja Temple and the Chaturbhuj Temple.,Relax in the tranquil riverside town.
Madhya Pradesh - Temples & Forts,5.0,History,Architecture,Spiritual,Photography,Wildlife,Madhya Pradesh,4,Travel to Gwalior (approx. 2-3 hours).,"Explore the massive Gwalior Fort, including Man Singh Palace and the Saas Bahu Temples.",Attend the Sound and Light show at the Man Mandir Palace in the fort.
Madhya Pradesh - Temples & Forts,5.0,History,Architecture,Spiritual,Photography,Wildlife,Madhya Pradesh,5,Visit the opulent Jai Vilas Palace Museum.,Explore the Tomb of Tansen and Ghaus Mohammed.,Departure from Gwalior (GWL) airport.
"Maharashtra - Caves, Forts & City",5.0,History,Architecture,Spiritual,Photography,Wildlife,Maharashtra,1,Arrive in Aurangabad. Check-in and relax.,"Visit the Daulatabad Fort, a formidable hill fortress.","Explore Bibi Ka Maqbara, the 'Taj of the Deccan'."
"Maharashtra - Caves, Forts & City",5.0,History,Architecture,Spiritual,Photography,Wildlife,Maharashtra,2,Full day excursion to the Ajanta Caves (UNESCO World Heritage site).,Explore the ancient rock-cut Buddhist cave monuments and admire the beautiful paintings.,Return to Aurangabad.
"Maharashtra - Caves, Forts & City",5.0,History,Architecture,Spiritual,Photography,Wildlife,Maharashtra,3,Excursion to the Ellora Caves (UNESCO World Heritage site).,"Marvel at the incredible Kailasa Temple (Cave 16), the world's largest monolithic sculpture.","Visit Grishneshwar Jyotirlinga Temple, located near Ellora."
"Maharashtra - Caves, Forts & City",5.0,History,Architecture,Spiritual,Photography,Wildlife,Maharashtra,4,Fly from Aurangabad (IXU) to Mumbai (BOM).,Check-in. Visit the Gateway of India and take a ferry ride in the harbour.,"Walk along Marine Drive, the 'Queen's Necklace'."
"Maharashtra - Caves, Forts & City",5.0,History,Architecture,Spiritual,Photography,Wildlife,Maharashtra,5,"Explore colonial Mumbai: Chhatrapati Shivaji Maharaj Terminus (CST), the High Court.",Visit Dhobi Ghat and Haji Ali Dargah.,Explore the bustling markets of Colaba Causeway before departure from Mumbai.
Odisha - The Golden Triangle,5.0,Spiritual,History,Beach,Nature,Architecture,Odisha,1,"Arrive in Bhubaneswar, the 'Temple City'. Visit the Lingaraj Temple.",Explore other temples like Mukteshwar and Rajarani Temple.,Visit the Udayagiri and Khandagiri Caves.
Odisha - The Golden Triangle,5.0,Spiritual,History,Beach,Nature,Architecture,Odisha,2,"Travel to Puri (approx. 1.5 hours). En route, visit the Dhauli Shanti Stupa.",Check-in and visit the Jagannath Temple (non-Hindus can view from outside).,Relax at Puri Beach and explore the bustling beach market.
Odisha - The Golden Triangle,5.0,Spiritual,History,Beach,Nature,Architecture,Odisha,3,Travel to Konark (approx. 1 hour). Visit the magnificent Sun Temple (UNESCO World Heritage).,Explore the Chandrabhaga Beach.,Return to Puri. Enjoy the sunset.
Odisha - The Golden Triangle,5.0,Spiritual,History,Beach,Nature,Architecture,Odisha,4,Day trip to Chilika Lake at Satapada.,Take a boat cruise to see the Irrawaddy dolphins and the sea mouth.,Return to Puri.
Odisha - The Golden Triangle,5.0,Spiritual,History,Beach,Nature,Architecture,Odisha,5,"Visit the artists' village of Raghurajpur, famous for Pattachitra paintings.",Enjoy a final Odia meal.,Travel back to Bhubaneswar (BBI) for departure.
Punjab - Culture & Faith,5.0,Spiritual,History,Food,Culture,Architecture,Punjab,1,Arrive in Amritsar. Check-in and visit the Golden Temple.,Spend time absorbing the peaceful atmosphere and partake in the Langar (community meal).,Revisit the Golden Temple to see it beautifully illuminated at night.
Punjab - Culture & Faith,5.0,Spiritual,History,Food,Culture,Architecture,Punjab,2,"Visit Jallianwala Bagh, a memorial of national importance.",Travel to the Wagah Border to witness the energetic Beating Retreat ceremony.,Enjoy a hearty Punjabi dinner at a traditional dhaba.
Punjab - Culture & Faith,5.0,Spiritual,History,Food,Culture,Architecture,Punjab,3,Visit the Partition Museum.,"Go on a food tour to taste Amritsari Kulcha, Lassi, and other local delicacies.",Travel to Chandigarh (approx. 4 hours).
Punjab - Culture & Faith,5.0,Spiritual,History,Food,Culture,Architecture,Punjab,4,"Explore Chandigarh, the planned city by Le Corbusier. Visit the Capitol Complex.",Visit the unique Rock Garden created by Nek Chand.,Enjoy boating at Sukhna Lake and watch the sunset.
Punjab - Culture & Faith,5.0,Spiritual,History,Food,Culture,Architecture,Punjab,5,Visit the Rose Garden and explore the Sector 17 market.,Relax and enjoy the city's green spaces.,Departure from Chandigarh (IXC) airport.
Uttarakhand - Spiritual & Mountain Retreat,6.0,Spiritual,Adventure,Nature,Photography,Architecture,Uttarakhand,1,Arrive in Haridwar. Take a holy dip in the Ganges at Har Ki Pauri.,Visit Mansa Devi Temple via cable car.,Witness the grand Ganga Aarti ceremony at Har Ki Pauri.
Uttarakhand - Spiritual & Mountain Retreat,6.0,Spiritual,Adventure,Nature,Photography,Architecture,Uttarakhand,2,Travel to Rishikesh (approx. 1 hour).,Cross the iconic Ram Jhula and Lakshman Jhula bridges.,Attend the Ganga Aarti at Parmarth Niketan and explore local cafes.
Uttarakhand - Spiritual & Mountain Retreat,6.0,Spiritual,Adventure,Nature,Photography,Architecture,Uttarakhand,3,Experience thrilling white-water rafting on the Ganges.,Visit the Beatles Ashram (Chaurasi Kutia) for a dose of history and art.,Relax by the river.
Uttarakhand - Spiritual & Mountain Retreat,6.0,Spiritual,Adventure,Nature,Photography,Architecture,Uttarakhand,4,"Travel to Mussoorie, the 'Queen of Hills' (approx. 2-3 hours).",Check-in and walk along the Mall Road.,Take the cable car to Gun Hill for sunset views.
Uttarakhand - Spiritual & Mountain Retreat,6.0,Spiritual,Adventure,Nature,Photography,Architecture,Uttarakhand,5,Visit the beautiful Kempty Falls.,"Explore the charming town of Landour, visit St. Paul's Church and Char Dukan.",Enjoy views from Lal Tibba.
Uttarakhand - Spiritual & Mountain Retreat,6.0,Spiritual,Adventure,Nature,Photography,Architecture,Uttarakhand,6,Enjoy a final breakfast in Mussoorie.,Travel to Dehradun (DED) airport for departure.,Departure.
"Andhra Pradesh - Coast, Hills & Canyon",6.0,Nature,Photography,History,Beach,Adventure,Andhra Pradesh,1,Arrive in Visakhapatnam (Vizag). Visit the Submarine Museum (INS Kursura) on RK Beach.,Explore Kailasagiri hill park for panoramic city views.,Relax at Rushikonda Beach.
"Andhra Pradesh - Coast, Hills & Canyon",6.0,Nature,Photography,History,Beach,Adventure,Andhra Pradesh,2,Take the scenic train journey from Vizag to Araku Valley.,"Arrive in Araku, check-in and visit the Tribal Museum.",Enjoy the pleasant climate and visit a coffee plantation.
"Andhra Pradesh - Coast, Hills & Canyon",6.0,Nature,Photography,History,Beach,Adventure,Andhra Pradesh,3,Explore the magnificent Borra Caves.,Visit Galikonda Viewpoint and the Katiki Waterfalls.,Travel back to Visakhapatnam by road.
"Andhra Pradesh - Coast, Hills & Canyon",6.0,Nature,Photography,History,Beach,Adventure,Andhra Pradesh,4,Take a flight from Vizag (VTZ) to Kadapa (CDP) or travel by overnight train.,Travel from Kadapa to Gandikota (approx. 2-3 hours).,Witness the sunset at the Gandikota canyon ('Grand Canyon of India'). Camp overnight.
"Andhra Pradesh - Coast, Hills & Canyon",6.0,Nature,Photography,History,Beach,Adventure,Andhra Pradesh,5,"Explore the Gandikota Fort, Juma Masjid, and Ranganatha Swamy Temple.","Visit the stunning Belum Caves, the second-largest cave system in India.",Return to Gandikota or stay near Belum.
"Andhra Pradesh - Coast, Hills & Canyon",6.0,Nature,Photography,History,Beach,Adventure,Andhra Pradesh,6,Enjoy the morning view at the canyon.,Travel to Kadapa (CDP) or Bengaluru (BLR) for departure.,Departure.
Telangana - Of Nawabs & Kakatiyas,5.0,History,Food,Culture,Architecture,Adventure,Telangana,1,Arrive in Hyderabad. Explore the Charminar and Laad Bazaar.,Visit the grand Chowmahalla Palace.,Enjoy authentic Hyderabadi Biryani for dinner.
Telangana - Of Nawabs & Kakatiyas,5.0,History,Food,Culture,Architecture,Adventure,Telangana,2,Visit the majestic Golconda Fort.,Explore the nearby Qutb Shahi Tombs.,Attend the Sound and Light Show at Golconda Fort.
Telangana - Of Nawabs & Kakatiyas,5.0,History,Food,Culture,Architecture,Adventure,Telangana,3,"Visit the Salar Jung Museum, which has one of the world's largest one-man collections.",Relax at Hussain Sagar Lake and see the Buddha statue.,Explore the modern side of Hyderabad in Banjara Hills or Jubilee Hills.
Telangana - Of Nawabs & Kakatiyas,5.0,History,Food,Culture,Architecture,Adventure,Telangana,4,Day trip to Warangal (approx. 3 hours).,"Visit the Warangal Fort, Thousand Pillar Temple, and the Swayambhu Temple.",Return to Hyderabad.
Telangana - Of Nawabs & Kakatiyas,5.0,History,Food,Culture,Architecture,Adventure,Telangana,5,Visit Ramoji Film City (requires a full day).,Explore the film sets and attractions.,Departure from Hyderabad (HYD) airport.
Meghalaya & Assam - Clouds & Culture,6.0,Nature,Photography,Adventure,Culture,Adventure,Assam & Meghalaya,1,"Arrive in Guwahati, Assam. Visit the Kamakhya Temple.",Take a cruise on the Brahmaputra River.,"Travel to Shillong, Meghalaya (approx. 3 hours). Check-in."
Meghalaya & Assam - Clouds & Culture,6.0,Nature,Photography,Adventure,Culture,Adventure,Assam & Meghalaya,2,Explore Shillong: Ward's Lake and Don Bosco Museum.,Visit Shillong Peak for panoramic views and Elephant Falls.,Explore the cafes and nightlife in Police Bazaar.
Meghalaya & Assam - Clouds & Culture,6.0,Nature,Photography,Adventure,Culture,Adventure,Assam & Meghalaya,3,Travel to Cherrapunji (Sohra).,"Visit Nohkalikai Falls, Seven Sisters Falls, and Mawsmai Cave.",Check into a resort in Cherrapunji and enjoy the misty weather.
Meghalaya & Assam - Clouds & Culture,6.0,Nature,Photography,Adventure,Culture,Adventure,Assam & Meghalaya,4,Trek to the famous Double Decker Living Root Bridge in Nongriat village.,Swim in the natural pools. The trek is strenuous and takes a full day.,Return to your resort and relax.
Meghalaya & Assam - Clouds & Culture,6.0,Nature,Photography,Adventure,Culture,Adventure,Assam & Meghalaya,5,"Travel to Mawlynnong, 'Asia's Cleanest Village'.",Walk on the living root bridge in the nearby village of Riwai. Climb a bamboo watchtower for views of Bangladesh.,Drive to Dawki and enjoy the view of the clear Umngot River.
Meghalaya & Assam - Clouds & Culture,6.0,Nature,Photography,Adventure,Culture,Adventure,Assam & Meghalaya,6,Enjoy an early morning boat ride on the Umngot river.,Travel back to Guwahati (approx. 5-6 hours).,Departure from Guwahati (GAU) airport.
Ladakh - High Altitude Adventure,6.0,Adventure,Nature,Photography,Culture,Adventure,Ladakh,1,Fly into Leh. Complete rest for acclimatization.,Stay hydrated and take it easy. Do not exert yourself.,Take a short walk to Leh Market.
Ladakh - High Altitude Adventure,6.0,Adventure,Nature,Photography,Culture,Adventure,Ladakh,2,"Leh local sightseeing: Visit Leh Palace, Shanti Stupa for panoramic views.",Visit Hall of Fame museum and Spituk Monastery.,Relax and further acclimatize.
Ladakh - High Altitude Adventure,6.0,Adventure,Nature,Photography,Culture,Adventure,Ladakh,3,"Travel to Nubra Valley via Khardung La, one of the world's highest motorable passes.",Visit the Diskit Monastery and see the Maitreya Buddha statue.,Enjoy a double-humped Bactrian camel safari in the Hunder sand dunes.
Ladakh - High Altitude Adventure,6.0,Adventure,Nature,Photography,Culture,Adventure,Ladakh,4,Explore Nubra. Optional visit to Turtuk village.,Travel back to Leh.,Rest in Leh.
Ladakh - High Altitude Adventure,6.0,Adventure,Nature,Photography,Culture,Adventure,Ladakh,5,Day trip to Pangong Tso (lake). The journey is long and scenic.,Marvel at the stunning blue brackish lake. See the '3 Idiots' movie spot.,Travel back to Leh. (Note: an overnight stay at Pangong is better but requires an extra day).
Ladakh - High Altitude Adventure,6.0,Adventure,Nature,Photography,Culture,Adventure,Ladakh,6,"Visit the monasteries of the 'Indus Valley Circuit': Hemis, Thiksey, and Shey.",Shop for souvenirs in Leh market.,Departure from Leh (IXL) airport.
